canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
linux-troubleshooting,task-folder/agents/skills/linux/linux-troubleshooting,canonical_retained_source,none,quality-and-security,debugging,unassigned,pending,pending,unprocessed_in_phase08,pending
fastapi-router-py,task-folder/agents/skills/fastapi-router-py,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
accessibility-audit,task-folder/agents/skills/accessibility-audit,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
web3-testing,task-folder/agents/skills/web3-testing,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
unreal-engine-cpp-pro,task-folder/agents/skills/unreal-engine-cpp-pro,canonical_retained_source,none,development,systems,unassigned,pending,pending,unprocessed_in_phase08,pending
cicd-automation-workflow-automate,task-folder/agents/skills/cicd-automation-workflow-automate,canonical_retained_source,none,infrastructure-and-ops,ci-cd,unassigned,pending,pending,unprocessed_in_phase08,pending
mdpr-skill,task-folder/agents/skills/mdpr-skill,canonical_retained_source,none,content-and-documentation,presentations,unassigned,pending,pending,unprocessed_in_phase08,pending
unslop-file,task-folder/agents/skills/unslop-file,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
evolution,task-folder/agents/skills/evolution,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
interface-kit,task-folder/agents/skills/interface-kit,canonical_retained_source,none,design-and-experience,motion-and-graphics,unassigned,pending,pending,unprocessed_in_phase08,pending
run-deep-swe,task-folder/agents/skills/run-deep-swe,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
fix-review,task-folder/agents/skills/fix-review,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
2slides-ppt-generator,task-folder/agents/skills/2slides-ppt-generator,canonical_retained_source,none,content-and-documentation,presentations,unassigned,pending,pending,unprocessed_in_phase08,pending
test-fixing,task-folder/agents/skills/test-fixing,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
grill-with-docs,task-folder/agents/skills/grill-with-docs,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
lead-magnets,task-folder/agents/skills/lead-magnets,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
applicationinsights-web-ts,task-folder/agents/skills/applicationinsights-web-ts,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
multi-cloud-architecture,task-folder/agents/skills/multi-cloud-architecture,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
technical-tutorials,task-folder/agents/skills/technical-tutorials,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
event-staffing-compliance,task-folder/agents/skills/event-staffing-compliance,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
systems-programming-rust-project,task-folder/agents/skills/systems-programming-rust-project,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
vitest-skill,task-folder/agents/skills/vitest-skill,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
plaid-fintech,task-folder/agents/skills/plaid-fintech,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
photopea-embedded-editor,task-folder/agents/skills/photopea-embedded-editor,canonical_retained_source,none,data-and-ai,machine-learning,unassigned,pending,pending,unprocessed_in_phase08,pending
apple-notes-search,task-folder/agents/skills/apple-notes-search,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
project-development,task-folder/agents/skills/project-development,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
web-interface-architect,task-folder/agents/skills/web-interface-architect,canonical_retained_source,none,development,systems,unassigned,pending,pending,unprocessed_in_phase08,pending
tokenwise,task-folder/agents/skills/tokenwise,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
business-analyst,task-folder/agents/skills/business-analyst,canonical_retained_source,none,data-and-ai,analytics,unassigned,pending,pending,unprocessed_in_phase08,pending
anti-deception,task-folder/agents/skills/anti-deception,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
fixing-accessibility,task-folder/agents/skills/fixing-accessibility,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
tool-use-guardian,task-folder/agents/skills/tool-use-guardian,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
tcm-constitution-analyzer,task-folder/agents/skills/tcm-constitution-analyzer,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
implement,task-folder/agents/skills/implement,canonical_retained_source,none,business-and-operations,product-management,unassigned,pending,pending,unprocessed_in_phase08,pending
deprecation-and-migration,task-folder/agents/skills/deprecation-and-migration,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
hasdata,task-folder/agents/skills/hasdata,canonical_retained_source,none,workflow-and-automation,task-orchestration,unassigned,pending,pending,unprocessed_in_phase08,pending
smart-git-automation,task-folder/agents/skills/smart-git-automation,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-engineering-patterns,task-folder/agents/skills/prompts/prompt-engineering-patterns,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-engineering,task-folder/agents/skills/prompts/prompt-engineering,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-engineer,task-folder/agents/skills/prompts/prompt-engineer,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-library,task-folder/agents/skills/prompts/prompt-library,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-caching,task-folder/agents/skills/prompts/prompt-caching,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
office-productivity,task-folder/agents/skills/office-productivity,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
enhance-prompt,task-folder/agents/skills/enhance-prompt,canonical_retained_source,none,design-and-experience,design-systems,unassigned,pending,pending,unprocessed_in_phase08,pending
file-uploads,task-folder/agents/skills/files/file-uploads,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
file-organizer,task-folder/agents/skills/files/file-organizer,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
filesystem-context,task-folder/agents/skills/files/filesystem-context,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
graphql-architect,task-folder/agents/skills/graphql-architect,canonical_retained_source,none,development,systems,unassigned,pending,pending,unprocessed_in_phase08,pending
api-analyzer,task-folder/agents/skills/api/api-analyzer,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-design-principles,task-folder/agents/skills/api/api-design-principles,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-sdk-generator,task-folder/agents/skills/api/api-sdk-generator,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-and-interface-design,task-folder/agents/skills/api/api-and-interface-design,canonical_retained_source,none,business-and-operations,legal-and-governance,unassigned,pending,pending,unprocessed_in_phase08,pending
api-documenter,task-folder/agents/skills/api/api-documenter,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
api-integration,task-folder/agents/skills/api/api-integration,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-security-testing,task-folder/agents/skills/api/api-security-testing,canonical_retained_source,none,quality-and-security,security,unassigned,pending,pending,unprocessed_in_phase08,pending
api-designer,task-folder/agents/skills/api/api-designer,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-documentation,task-folder/agents/skills/api/api-documentation,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
api-security-best-practices,task-folder/agents/skills/api/api-security-best-practices,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-testing-observability-api-mock,task-folder/agents/skills/api/api-testing-observability-api-mock,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
api-patterns,task-folder/agents/skills/api/api-patterns,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
api-documentation-generator,task-folder/agents/skills/api/api-documentation-generator,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
api-onboarding,task-folder/agents/skills/api/api-onboarding,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
api-endpoint-builder,task-folder/agents/skills/api/api-endpoint-builder,canonical_retained_source,none,content-and-documentation,technical-writing,unassigned,pending,pending,unprocessed_in_phase08,pending
app-builder,task-folder/agents/skills/api/app-builder,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
templates,task-folder/agents/skills/api/app-builder/templates,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
papers-skill,task-folder/agents/skills/papers-skill,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
wgm,task-folder/agents/skills/wgm,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
framework-migration-legacy-modernize,task-folder/agents/skills/framework-migration-legacy-modernize,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
rich-elicitation,task-folder/agents/skills/rich-elicitation,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
threejs-fundamentals,task-folder/agents/skills/threejs-fundamentals,canonical_retained_source,none,design-and-experience,motion-and-graphics,unassigned,pending,pending,unprocessed_in_phase08,pending
nextjs-best-practices,task-folder/agents/skills/nextjs/nextjs-best-practices,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
nextjs-supabase-auth,task-folder/agents/skills/nextjs/nextjs-supabase-auth,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
nestjs-expert,task-folder/agents/skills/nextjs/nestjs-expert,canonical_retained_source,none,quality-and-security,security,unassigned,pending,pending,unprocessed_in_phase08,pending
nextjs-app-router-patterns,task-folder/agents/skills/nextjs/nextjs-app-router-patterns,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
next.js,task-folder/agents/skills/nextjs/next.js,canonical_retained_source,none,development,frontend,unassigned,pending,pending,unprocessed_in_phase08,pending
nextjs-seo-indexing,task-folder/agents/skills/nextjs/nextjs-seo-indexing,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
customer-retention-engine,task-folder/agents/skills/marketing/customer-retention-engine,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
marketing-psychology,task-folder/agents/skills/marketing/marketing-psychology,canonical_retained_source,none,data-and-ai,llm-and-rag,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/seo-plan,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
launch-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/launch-plan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
validate-output,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/validate-output,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
competitor-monitor,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/competitor-monitor,canonical_retained_source,none,infrastructure-and-ops,observability,unassigned,pending,pending,unprocessed_in_phase08,pending
pricing-test,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/pricing-test,canonical_retained_source,none,business-and-operations,startup-finance,unassigned,pending,pending,unprocessed_in_phase08,pending
journey-design,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/journey-design,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
client-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/client-report,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
data-export,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/data-export,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
launch-ad-campaign,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/launch-ad-campaign,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
sop-library,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/sop-library,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
data-import,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/data-import,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
continuous-improvement-loop,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/continuous-improvement-loop,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
landing-page-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/landing-page-audit,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
retargeting-strategy,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/retargeting-strategy,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
send-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-report,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
aeo-geo,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/aeo-geo,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
ab-test-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/ab-test-plan,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
schedule-social,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/schedule-social,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
digital-pr,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/digital-pr,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
region-config,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/region-config,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
crisis-response,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/crisis-response,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
martech-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/martech-audit,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
save-knowledge,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/save-knowledge,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
keyword-research,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/keyword-research,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
what-if,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/what-if,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
c2pa-metadata,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/c2pa-metadata,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
autopilot-status,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/autopilot-status,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
content-decay-scan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-decay-scan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
pipeline-update,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/pipeline-update,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
import-guidelines,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/import-guidelines,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
send-notification,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-notification,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
image-seo-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/image-seo-audit,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
analytics-insights,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/analytics-insights,canonical_retained_source,none,data-and-ai,analytics,unassigned,pending,pending,unprocessed_in_phase08,pending
competitor-alerts,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/competitor-alerts,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
content-brief,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-brief,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
publish-blog,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/publish-blog,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
share-of-voice,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/share-of-voice,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
geo-monitor,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/geo-monitor,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
send-sms,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-sms,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
executive-dashboard,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/executive-dashboard,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
technical-seo,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/technical-seo,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
performance-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/performance-report,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
budget-optimizer,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/budget-optimizer,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
anomaly-scan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/anomaly-scan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
message-test,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/message-test,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
media-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/media-plan,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
simulate,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/simulate,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
team-assign,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/team-assign,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
narrative-tracker,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/narrative-tracker,canonical_retained_source,none,content-and-documentation,presentations,unassigned,pending,pending,unprocessed_in_phase08,pending
client-validation-document,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/client-validation-document,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
credential-switch,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/credential-switch,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
video-script,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/video-script,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
localize-campaign,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/localize-campaign,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
seo-implement,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/seo-implement,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
content-repurpose,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-repurpose,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
roi-calculator,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/roi-calculator,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
creative-testing-framework,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/creative-testing-framework,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
agency-dashboard,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/agency-dashboard,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
client-onboarding,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/client-onboarding,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
search-knowledge,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/search-knowledge,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
budget-tracker,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/budget-tracker,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
pr-pitch,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/pr-pitch,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
influencer-brief,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/influencer-brief,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
creative-health,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/creative-health,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
status,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/status,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
hreflang-check,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/hreflang-check,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
cowork-setup,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/cowork-setup,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
segment-audience,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/segment-audience,canonical_retained_source,none,data-and-ai,analytics,unassigned,pending,pending,unprocessed_in_phase08,pending
reputation-management,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/reputation-management,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
launch-campaign,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/launch-campaign,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
live-dashboard,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/live-dashboard,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
recall,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/recall,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
loop-detect,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/loop-detect,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
influencer-creator,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/influencer-creator,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
client-proposal,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/client-proposal,canonical_retained_source,none,content-and-documentation,presentations,unassigned,pending,pending,unprocessed_in_phase08,pending
integrations,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/integrations,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
campaign-orchestrator,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/campaign-orchestrator,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
import-template,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/import-template,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
serp-tracker,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/serp-tracker,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
local-seo-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/local-seo-audit,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
audience-profile,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/audience-profile,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
ad-creative,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/ad-creative,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
send-email-campaign,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-email-campaign,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
attribution-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/attribution-report,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
add-integration,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/add-integration,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
marketing-automation,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/marketing-automation,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
multilingual-score,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/multilingual-score,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
four-core-documents,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/four-core-documents,canonical_retained_source,none,data-and-ai,analytics,unassigned,pending,pending,unprocessed_in_phase08,pending
cohort-analysis,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/cohort-analysis,canonical_retained_source,none,data-and-ai,analytics,unassigned,pending,pending,unprocessed_in_phase08,pending
yearly-planner,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/yearly-planner,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
