source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/seek-and-analyze-video,seek-and-analyze-video,development,fullstack,98,3986,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/unship,unship,development,fullstack,144,5883,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/hugo-to-markdown,hugo-to-markdown,content-and-documentation,technical-writing,201,13310,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-page-writer,wiki-page-writer,content-and-documentation,technical-writing,75,3123,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-builder,wiki-builder,development,fullstack,157,5866,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-changelog,wiki-changelog,development,fullstack,32,1169,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-onboarding,wiki-onboarding,development,fullstack,87,4574,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-researcher,wiki-researcher,development,systems,75,3632,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-architect,wiki-architect,content-and-documentation,technical-writing,65,2774,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/wiki/wiki-qa,wiki-qa,quality-and-security,testing,44,1652,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/schema-markup-generator,schema-markup-generator,development,fullstack,320,8349,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/executing-plans,executing-plans,development,fullstack,87,2647,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/event-sourcing-architect,event-sourcing-architect,development,systems,71,2955,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/on-call-handoff-patterns,on-call-handoff-patterns,marketing-and-seo,cro,461,11839,screened_candidate,lines=461,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for on-call-handoff-patterns with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/macos-spm-app-packaging,macos-spm-app-packaging,development,mobile,109,5256,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/triage,triage,development,frontend,143,7543,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/cdk-patterns,cdk-patterns,infrastructure-and-ops,cloud-platforms,83,3274,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/backend/backend-dev-guidelines,backend-dev-guidelines,development,backend,352,8007,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/backend/backtesting-frameworks,backtesting-frameworks,quality-and-security,testing,47,1692,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/backend/backend-development-feature-development,backend-development-feature-development,marketing-and-seo,cro,188,11576,screened_candidate,modes=4,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for backend-development-feature-development with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/re-create,re-create,development,fullstack,251,11311,screened_candidate,modes=6,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for re-create with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/algorithmic-art,algorithmic-art,design-and-experience,taste-and-critique,415,20092,screened_candidate,lines=415,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for algorithmic-art with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/mcp/mcp-tool-developer,mcp-tool-developer,quality-and-security,testing,132,4867,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/mcp/mcp-builder,mcp-builder,data-and-ai,llm-and-rag,246,9481,screened_candidate,modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for mcp-builder with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/mcp/mcp-builder-ms,mcp-builder-ms,workflow-and-automation,tool-integration,314,11876,screened_candidate,modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for mcp-builder-ms with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/remote-gpu-trainer,remote-gpu-trainer,infrastructure-and-ops,cloud-platforms,249,23831,screened_candidate,modes=6,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for remote-gpu-trainer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/prototype,prototype,development,frontend,62,4054,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/finishing-a-development-branch,finishing-a-development-branch,development,fullstack,217,5466,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/test-framework-migration-skill,test-framework-migration-skill,quality-and-security,testing,122,8760,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/i18n-localization,i18n-localization,development,fullstack,164,3567,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/train-sentence-transformers,train-sentence-transformers,marketing-and-seo,cro,118,9723,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/community-building,community-building,development,fullstack,415,12154,screened_candidate,lines=415,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for community-building with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/biopython,biopython,development,backend,448,14162,screened_candidate,lines=448,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for biopython with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/blockrun,blockrun,development,backend,298,9139,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/auri-core,auri-core,infrastructure-and-ops,cloud-platforms,603,21472,screened_candidate,lines=603,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for auri-core with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/decision-navigator,decision-navigator,development,fullstack,238,9511,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/changelog-automation,changelog-automation,development,fullstack,46,1652,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/electron-development,electron-development,development,software-architecture,860,28554,screened_candidate,lines=860,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (electron-development) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/logistics-exception-management,logistics-exception-management,business-and-operations,strategy,208,17110,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/cc-skill-clickhouse-io,cc-skill-clickhouse-io,data-and-ai,analytics,440,10462,screened_candidate,lines=440,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for cc-skill-clickhouse-io with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/industrial-brutalist-ui,industrial-brutalist-ui,development,fullstack,113,9330,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/multi-advisor,multi-advisor,development,software-architecture,276,9375,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/alternatives-pages,alternatives-pages,development,fullstack,376,11520,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/observability/observability-monitoring-monitor-setup,observability-monitoring-monitor-setup,infrastructure-and-ops,observability,56,2578,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/observability/observability-and-instrumentation,observability-and-instrumentation,infrastructure-and-ops,observability,216,11688,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/observability/observability-monitoring-slo-implement,observability-monitoring-slo-implement,infrastructure-and-ops,observability,51,2262,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/interview-coach,interview-coach,development,frontend,98,3022,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/service-mesh-observability,service-mesh-observability,infrastructure-and-ops,containers-and-orchestration,403,11069,screened_candidate,lines=403,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for service-mesh-observability with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/changelog-updates,changelog-updates,development,fullstack,552,15319,screened_candidate,lines=552,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for changelog-updates with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/daily,daily,content-and-documentation,technical-writing,313,14548,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/site-audit,site-audit,development,fullstack,385,11171,screened_candidate,modes=11,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for site-audit with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/custom-code-management,custom-code-management,data-and-ai,analytics,87,4668,screened_candidate,modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for custom-code-management with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/scroll-experience,scroll-experience,marketing-and-seo,cro,609,13241,screened_candidate,lines=609,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for scroll-experience with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/phase-gated-debugging,phase-gated-debugging,quality-and-security,debugging,74,3021,screened_candidate,modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for phase-gated-debugging with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/incident-response-smart-fix,incident-response-smart-fix,quality-and-security,debugging,37,3694,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/senior-fullstack,senior-fullstack,development,fullstack,220,4684,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/testing-patterns,testing-patterns,quality-and-security,testing,270,6332,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/mlops-engineer,mlops-engineer,data-and-ai,data-engineering,222,11163,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/price-psychology-strategist,price-psychology-strategist,business-and-operations,startup-finance,118,5172,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/readme,readme,content-and-documentation,technical-writing,848,20200,screened_candidate,lines=848,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (readme) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/production-scheduling,production-scheduling,development,fullstack,219,28741,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/permission-manager,permission-manager,development,fullstack,55,2380,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/incident-response-incident-response,incident-response-incident-response,development,fullstack,176,11083,screened_candidate,modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for incident-response-incident-response with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/pricing-strategy,pricing-strategy,business-and-operations,startup-finance,367,7438,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/free-tool-strategy,free-tool-strategy,development,backend,587,11527,screened_candidate,lines=587,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for free-tool-strategy with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/bash/bash-scripting,bash-scripting,quality-and-security,testing,201,4244,screened_candidate,modes=7,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for bash-scripting with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/bash/bash-defensive-patterns,bash-defensive-patterns,development,fullstack,51,2028,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/bash/bash-pro,bash-pro,development,fullstack,320,18689,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/bash/bash-linux,bash-linux,infrastructure-and-ops,server-management,209,4586,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/cost-optimization,cost-optimization,marketing-and-seo,cro,294,6950,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/threat-mitigation-mapping,threat-mitigation-mapping,development,fullstack,41,1395,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/supabase,supabase,marketing-and-seo,cro,149,11998,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/orchestrate-batch-refactor,orchestrate-batch-refactor,development,systems,101,3920,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/vector-database-engineer,vector-database-engineer,data-and-ai,llm-and-rag,68,2627,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/deployment-procedures,deployment-procedures,development,fullstack,251,6152,screened_candidate,decision_tree,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for deployment-procedures with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/convex,convex,data-and-ai,llm-and-rag,797,25697,screened_candidate,lines=797,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for convex with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/segment-cdp,segment-cdp,data-and-ai,analytics,854,20101,screened_candidate,lines=854,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (segment-cdp) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/to-issues,to-issues,business-and-operations,product-management,115,4291,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/product desigb/product-manager,product-manager,marketing-and-seo,cro,53,2489,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/product desigb/product-decision-agent,product-decision-agent,business-and-operations,product-management,94,5945,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/product desigb/product-design,product-design,design-and-experience,motion-and-graphics,363,11081,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/product desigb/product-inventor,product-inventor,design-and-experience,design-systems,665,24064,screened_candidate,lines=665,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for product-inventor with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/tailwind/tailwind-theme-builder,tailwind-theme-builder,design-and-experience,design-systems,414,12714,screened_candidate,lines=414,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for tailwind-theme-builder with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/tailwind/tailwind-patterns,tailwind-patterns,design-and-experience,design-systems,279,7256,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/tailwind/tailwind-design-system,tailwind-design-system,design-and-experience,design-systems,41,1505,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/tutorial-engineer,tutorial-engineer,content-and-documentation,technical-writing,401,16525,screened_candidate,lines=401,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for tutorial-engineer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/local-llm-expert,local-llm-expert,data-and-ai,llm-and-rag,88,6217,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/autonomous-agent-patterns,autonomous-agent-patterns,data-and-ai,machine-learning,769,23345,screened_candidate,lines=769,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for autonomous-agent-patterns with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/startup-metrics-framework,startup-metrics-framework,business-and-operations,strategy,37,1408,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/incident-runbook-templates,incident-runbook-templates,development,fullstack,403,11310,screened_candidate,lines=403,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for incident-runbook-templates with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/lesson-generator,lesson-generator,development,fullstack,90,5364,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/infinite-gratitude,infinite-gratitude,data-and-ai,llm-and-rag,31,1314,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/pagespeed-enhancer,pagespeed-enhancer,marketing-and-seo,technical-seo,579,23091,screened_candidate,lines=579; modes=5,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for pagespeed-enhancer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/3d-web-experience,3d-web-experience,development,frontend,378,8426,screened_candidate,decision_tree,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for 3d-web-experience with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/shipping-and-launch,shipping-and-launch,infrastructure-and-ops,observability,323,10694,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/analytics-tracking,analytics-tracking,data-and-ai,analytics,410,7807,screened_candidate,lines=410,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for analytics-tracking with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/goal-analyzer,goal-analyzer,development,backend,617,14768,screened_candidate,lines=617,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for goal-analyzer with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/lookdev,lookdev,design-and-experience,ui-ux,229,32680,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/sast-configuration,sast-configuration,marketing-and-seo,cro,220,6546,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/inventory-demand-planning,inventory-demand-planning,development,fullstack,229,26230,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/last30days,last30days,development,fullstack,432,15226,screened_candidate,lines=432,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for last30days with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/ddd-tactical-patterns,ddd-tactical-patterns,development,fullstack,53,1650,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/sqlmap-database-pentesting,sqlmap-database-pentesting,quality-and-security,security,404,11881,screened_candidate,lines=404,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for sqlmap-database-pentesting with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/scala-pro,scala-pro,development,frontend,84,5859,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-subworkflows,n8n-subworkflows,workflow-and-automation,tool-integration,271,20740,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-multi-instance,n8n-multi-instance,marketing-and-seo,cro,208,13291,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-binary-and-data,n8n-binary-and-data,marketing-and-seo,cro,269,16393,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-node-configuration,n8n-node-configuration,workflow-and-automation,tool-integration,797,17948,screened_candidate,lines=797; decision_tree,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-node-configuration with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-code-javascript,n8n-code-javascript,quality-and-security,debugging,706,16252,screened_candidate,lines=706,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-code-javascript with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-workflow-patterns,n8n-workflow-patterns,workflow-and-automation,tool-integration,423,11671,screened_candidate,lines=423,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-workflow-patterns with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-code-python,n8n-code-python,workflow-and-automation,tool-integration,755,18092,screened_candidate,lines=755,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-code-python with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-agents,n8n-agents,data-and-ai,llm-and-rag,301,24334,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
